Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
feb-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;8332;Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales;5999;Trabajadores de los servicios de protección y seguridad no clasificados bajo otros epígrafes;7191;Mantenedores de edificios
feb-21;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;5120;Camareros asalariados
feb-21;Mujer;Latina;Entre 36 y 45 años;Comunitaria;4424;Teleoperadores;5420;Operadores de telemarketing;5220;Vendedores en tiendas y almacenes
feb-21;Mujer;Arganzuela;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;5420;Operadores de telemarketing
feb-21;Mujer;Villa De Vallecas;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9811;Peones del transporte de mercancías y descargadores;4412;Recepcionistas (excepto de hoteles)
feb-21;Hombre;Latina;Menor de 25 años;Española;5120;Camareros asalariados;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-21;Hombre;Carabanchel;Entre 36 y 45 años;Española;9431;Ordenanzas;8412;Conductores asalariados de automóviles, taxis y furgonetas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
feb-21;Mujer;Usera;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
feb-21;Mujer;Latina;Entre 46 y 55 años;Española;2824;Profesionales del trabajo y la educación social;3713;Profesionales de apoyo al trabajo y a la educación social;2624;Especialistas en políticas y servicios de personal y afines
feb-21;Hombre;Carabanchel;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9310;Ayudantes de cocina
feb-21;Hombre;Villa De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;5710;Trabajadores de los cuidados personales a domicilio
feb-21;Hombre;Latina;Entre 26 y 35 años;Española;3715;Animadores comunitarios;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento
feb-21;Hombre;Vicálvaro;Entre 36 y 45 años;Española;5811;Peluqueros;;;;
feb-21;Hombre;Chamberí;Menor de 25 años;Española;3731;Fotógrafos;2484;Diseñadores gráficos y multimedia;;
feb-21;Mujer;San Blas;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;;;;
feb-21;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Extracomunitaria;4111;Empleados de contabilidad;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
feb-21;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Extracomunitaria;2511;Abogados;;;;
feb-21;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5710;Trabajadores de los cuidados personales a domicilio
feb-21;Hombre;Ciudad Lineal;Entre 56 y 65 años;Extracomunitaria;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
feb-21;Mujer;Tetuán;Entre 36 y 45 años;Española;7831;Sastres, modistos, peleteros y sombrereros;;;;
feb-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5722;Cuidadores de niños en domicilios;3613;Asistentes de dirección y administrativos
feb-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;8333;Operadores de carretillas elevadoras;;;;
feb-21;Hombre;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9811;Peones del transporte de mercancías y descargadores;8412;Conductores asalariados de automóviles, taxis y furgonetas
feb-21;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4424;Teleoperadores
feb-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;;
feb-21;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;4411;Empleados de información al usuario;4424;Teleoperadores
feb-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;3613;Asistentes de dirección y administrativos;;
feb-21;Hombre;Fuencarral-el Pardo;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4223;Empleados de servicio de personal;;
feb-21;Mujer;Salamanca;Entre 36 y 45 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;;;;
feb-21;Mujer;Vicálvaro;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
feb-21;Mujer;Arganzuela;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;;;;
feb-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);5420;Operadores de telemarketing
feb-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;2810;Economistas;2613;Analistas financieros;4111;Empleados de contabilidad
feb-21;Mujer;Moncloa-aravaca;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);;
feb-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;2111;Médicos de familia;;;;
feb-21;Hombre;Chamberí;Menor de 25 años;Española;;;;;;
feb-21;Mujer;Otro Municipio;Entre 36 y 45 años;Comunitaria;2651;Profesionales de la publicidad y la comercialización;2652;Profesionales de relaciones públicas;3534;Agentes y administradores de la propiedad inmobiliaria
feb-21;Mujer;Villaverde;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);4412;Recepcionistas (excepto de hoteles)
feb-21;Hombre;Tetuán;Menor de 25 años;Extracomunitaria;;;;;;
feb-21;Hombre;Centro;Entre 26 y 35 años;Española;4430;Agentes de encuestas;4210;Empleados de bibliotecas y archivos;;
feb-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;;;;;;
feb-21;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;8170;Operadores de máquinas de lavandería y tintorería;9310;Ayudantes de cocina;5710;Trabajadores de los cuidados personales a domicilio
feb-21;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
feb-21;Hombre;Latina;Entre 46 y 55 años;Extracomunitaria;;;;;;
feb-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;2484;Diseñadores gráficos y multimedia;7621;Trabajadores de procesos de preimpresión;3714;Promotores de igualdad de oportunidades entre mujeres y hombres
feb-21;Mujer;Centro;Entre 26 y 35 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;;
feb-21;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;9100;Empleados domésticos
feb-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;9229;Otro personal de limpieza;9310;Ayudantes de cocina;5110;Cocineros asalariados
feb-21;Hombre;Carabanchel;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;7191;Mantenedores de edificios;;
feb-21;Mujer;Tetuán;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9443;Barrenderos y afines
feb-21;Hombre;Usera;Entre 56 y 65 años;Española;7111;Encofradores y operarios de puesta en obra de hormigón;7121;Albañiles;7191;Mantenedores de edificios
feb-21;Mujer;Latina;Entre 36 y 45 años;Española;5120;Camareros asalariados;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-21;Mujer;Hortaleza;Entre 26 y 35 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
feb-21;Hombre;Moratalaz;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;2934;Directores de cine, de teatro y afines;5120;Camareros asalariados
feb-21;Hombre;Ciudad Lineal;Entre 46 y 55 años;Española;4123;Empleados de logística y transporte de pasajeros y mercancías;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;3155;Técnicos en seguridad aeronáutica
feb-21;Mujer;Barajas;Entre 46 y 55 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;5722;Cuidadores de niños en domicilios
feb-21;Mujer;Moratalaz;Entre 26 y 35 años;Extracomunitaria;5110;Cocineros asalariados;5110;Cocineros asalariados;5110;Cocineros asalariados
feb-21;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;9820;Reponedores;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores
feb-21;Mujer;Carabanchel;Menor de 25 años;Española;2252;Técnicos en educación infantil;5721;Cuidadores de niños en guarderías y centros educativos;5220;Vendedores en tiendas y almacenes
feb-21;Mujer;Vicálvaro;Menor de 25 años;Española;5120;Camareros asalariados;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
feb-21;Mujer;Arganzuela;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
feb-21;Mujer;Latina;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos);9811;Peones del transporte de mercancías y descargadores
feb-21;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3510;Agentes y representantes comerciales;;
feb-21;Mujer;Arganzuela;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;2210;Profesores de universidades y otra enseñanza superior (excepto formación profesional);2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
feb-21;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;7121;Albañiles;9820;Reponedores;9811;Peones del transporte de mercancías y descargadores
feb-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9310;Ayudantes de cocina;5721;Cuidadores de niños en guarderías y centros educativos
feb-21;Mujer;Vicálvaro;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento;5420;Operadores de telemarketing
feb-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;2252;Técnicos en educación infantil;2251;Maestros de educación infantil;2240;Profesores de enseñanza primaria
feb-21;Mujer;Vicálvaro;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;5120;Camareros asalariados
feb-21;Mujer;Villaverde;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;;;;
feb-21;Hombre;Retiro;Menor de 25 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento;2323;Profesores de enseñanza no reglada de música y danza
feb-21;Hombre;Salamanca;Entre 26 y 35 años;Española;2152;Fisioterapeutas;;;;
feb-21;Mujer;Retiro;Entre 26 y 35 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
feb-21;Mujer;Carabanchel;Entre 46 y 55 años;Comunitaria;5120;Camareros asalariados;2121;Enfermeros no especializados;9229;Otro personal de limpieza
feb-21;Mujer;Vicálvaro;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4121;Empleados de control de abastecimientos e inventario;5500;Cajeros y taquilleros (excepto bancos)
feb-21;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio
feb-21;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;;;;;;
feb-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9100;Empleados domésticos;;;;
feb-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;9820;Reponedores;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
feb-21;Mujer;Tetuán;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;;;;
feb-21;Mujer;Villaverde;Entre 36 y 45 años;Extracomunitaria;2923;Filólogos, intérpretes y traductores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores
feb-21;Mujer;Arganzuela;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-21;Hombre;Barajas;Entre 46 y 55 años;Española;7831;Sastres, modistos, peleteros y sombrereros;3510;Agentes y representantes comerciales;5210;Jefes de sección de tiendas y almacenes
feb-21;Mujer;Centro;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio
feb-21;Mujer;Moncloa-aravaca;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;3724;Monitores de actividades recreativas y de entretenimiento;2824;Profesionales del trabajo y la educación social
feb-21;Mujer;Ciudad Lineal;Menor de 25 años;Española;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
