,Fecha de Inscripción,Género,Distrito,Tramos de Edad,Nacionalidad,Objetivo Profesional 1
997,feb-21,Mujer,Moncloa-aravaca,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
1000,feb-21,Mujer,Otro Municipio,Entre 36 y 45 años,Comunitaria,Profesionales de la publicidad y la comercialización
1001,feb-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
1008,feb-21,Mujer,Ciudad Lineal,Entre 46 y 55 años,Española,Diseñadores gráficos y multimedia
1009,feb-21,Mujer,Centro,Entre 26 y 35 años,Española,Empleados de contabilidad
1014,feb-21,Hombre,Usera,Entre 56 y 65 años,Española,Encofradores y operarios de puesta en obra de hormigón
1017,feb-21,Hombre,Moratalaz,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1024,feb-21,Mujer,Arganzuela,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
1026,feb-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1027,feb-21,Mujer,Arganzuela,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1029,feb-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1033,feb-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
1036,feb-21,Mujer,Retiro,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
1038,feb-21,Mujer,Vicálvaro,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1043,feb-21,Mujer,Tetuán,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1049,feb-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Auxiliares de enfermería hospitalaria
1052,feb-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Técnicos superiores en documentación sanitaria
1054,feb-21,Mujer,Moratalaz,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
1058,feb-21,Mujer,Centro,Entre 36 y 45 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
1060,feb-21,Mujer,Chamberí,Menor de 25 años,Española,Vendedores en tiendas y almacenes
1061,feb-21,Hombre,Otro Municipio,Entre 46 y 55 años,Española,Ajustadores y operadores de máquinas-herramienta
1062,feb-21,Hombre,Villaverde,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1063,feb-21,Mujer,Centro,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1071,feb-21,Hombre,Carabanchel,Entre 46 y 55 años,Extracomunitaria,Operadores en plantas industriales químicas
1083,feb-21,Mujer,Fuencarral-el Pardo,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1086,feb-21,Mujer,Arganzuela,Entre 26 y 35 años,Española,Empleados de agencias de viajes
1092,feb-21,Mujer,San Blas,Entre 36 y 45 años,Española,Operadores de telemarketing
1093,feb-21,Mujer,Tetuán,Menor de 25 años,Española,Asistentes de dirección y administrativos
1095,feb-21,Mujer,Usera,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1118,feb-21,Mujer,Ciudad Lineal,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1123,feb-21,Mujer,Hortaleza,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1127,feb-21,Mujer,Latina,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
1139,feb-21,Mujer,Usera,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
1140,feb-21,Hombre,Fuencarral-el Pardo,Entre 46 y 55 años,Española,Mantenedores de edificios
1141,feb-21,Mujer,San Blas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1144,feb-21,Mujer,Latina,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1145,feb-21,Mujer,Villaverde,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
1152,feb-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Ayudantes de cocina
1155,feb-21,Hombre,Retiro,Entre 56 y 65 años,Española,Mantenedores de edificios
1160,feb-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Comunitaria,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
1166,feb-21,Hombre,Villaverde,Entre 36 y 45 años,Extracomunitaria,Programadores informáticos
1169,feb-21,Hombre,Chamartín,Entre 36 y 45 años,Española,Recepcionistas de hoteles
1170,feb-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
1176,feb-21,Mujer,Tetuán,Menor de 25 años,Española,Peluqueros
1178,feb-21,Mujer,Villa De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1183,feb-21,Mujer,Villaverde,Menor de 25 años,Española,Técnicos de grabación audiovisual
1187,feb-21,Mujer,Villa De Vallecas,Entre 56 y 65 años,Extracomunitaria,Peluqueros
1190,feb-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1191,feb-21,Mujer,Arganzuela,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1200,feb-21,Mujer,Usera,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
1204,feb-21,Mujer,Latina,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
1207,feb-21,Hombre,Ciudad Lineal,Entre 56 y 65 años,Española,Mantenedores de edificios
1212,feb-21,Mujer,Hortaleza,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1215,feb-21,Mujer,Carabanchel,Menor de 25 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
1219,feb-21,Hombre,Tetuán,Menor de 25 años,Española,Vendedores en tiendas y almacenes
1224,feb-21,Mujer,Barajas,Entre 46 y 55 años,Española,Empleados de agencias de viajes
1226,feb-21,Mujer,Moratalaz,Entre 46 y 55 años,Española,Auxiliares de enfermería hospitalaria
1227,feb-21,Mujer,Villaverde,Menor de 25 años,Extracomunitaria,Recepcionistas de hoteles
1228,feb-21,Mujer,Moratalaz,Entre 46 y 55 años,Española,"Especialistas en tratamientos de estética, bienestar y afines"
1229,feb-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1231,feb-21,Hombre,Moratalaz,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1232,feb-21,Mujer,Villaverde,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
1236,feb-21,Mujer,Vicálvaro,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1245,feb-21,Mujer,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Técnicos de emergencias sanitarias
1248,feb-21,Mujer,San Blas,Menor de 25 años,Española,Peluqueros
1254,feb-21,Hombre,Centro,Entre 26 y 35 años,Comunitaria,Diseñadores gráficos y multimedia
1258,feb-21,Hombre,Moncloa-aravaca,Entre 36 y 45 años,Española,Técnicos de grabación audiovisual
1263,feb-21,Hombre,Carabanchel,Entre 36 y 45 años,Extracomunitaria,Peluqueros
1265,feb-21,Hombre,Usera,Entre 26 y 35 años,Española,Ayudantes de cocina
1266,feb-21,Hombre,Chamberí,Menor de 25 años,Comunitaria,Vendedores en tiendas y almacenes
1270,feb-21,Hombre,Moncloa-aravaca,Menor de 25 años,Española,Vendedores en tiendas y almacenes
1274,feb-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1275,feb-21,Mujer,Vicálvaro,Entre 26 y 35 años,Extracomunitaria,Peluqueros
1279,feb-21,Hombre,Villaverde,Menor de 25 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
1282,feb-21,Mujer,Usera,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1284,feb-21,Mujer,Retiro,Entre 46 y 55 años,Extracomunitaria,Vendedores en tiendas y almacenes
1287,feb-21,Hombre,Chamberí,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
1298,feb-21,Mujer,San Blas,Menor de 25 años,Española,Vendedores en tiendas y almacenes
1299,feb-21,Mujer,Fuencarral-el Pardo,Entre 36 y 45 años,Española,Diseñadores gráficos y multimedia
1303,feb-21,Mujer,Otro Municipio,Entre 46 y 55 años,Extracomunitaria,Peluqueros
1314,feb-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Diseñadores gráficos y multimedia
1319,feb-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
1324,feb-21,Mujer,Otro Municipio,Menor de 25 años,Española,Vendedores en tiendas y almacenes
1328,feb-21,Mujer,Arganzuela,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
1334,feb-21,Mujer,Chamberí,Entre 56 y 65 años,Española,Profesionales de la publicidad y la comercialización
1335,feb-21,Hombre,Arganzuela,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
1336,feb-21,Hombre,Chamberí,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1344,feb-21,Mujer,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Peluqueros
1347,feb-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1354,feb-21,Mujer,San Blas,Entre 46 y 55 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
1355,feb-21,Mujer,Vicálvaro,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1357,feb-21,Hombre,Latina,Entre 26 y 35 años,Extracomunitaria,Operadores de telemarketing
1359,feb-21,Mujer,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1360,feb-21,Hombre,Carabanchel,Entre 36 y 45 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
1361,feb-21,Mujer,Villaverde,Entre 26 y 35 años,Comunitaria,Ayudantes de cocina
1362,feb-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1364,feb-21,Mujer,Tetuán,Entre 36 y 45 años,Extracomunitaria,Vendedores en tiendas y almacenes
1366,feb-21,Mujer,Centro,Menor de 25 años,Española,Asistentes de dirección y administrativos
1367,feb-21,Hombre,Barajas,Entre 46 y 55 años,Española,Ingenieros técnicos en telecomunicaciones
1368,feb-21,Mujer,Moncloa-aravaca,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1369,feb-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Extracomunitaria,Operadores de telemarketing
1376,feb-21,Hombre,Centro,Entre 26 y 35 años,Extracomunitaria,Mantenedores de edificios
1381,feb-21,Mujer,Villa De Vallecas,Entre 46 y 55 años,Española,Peluqueros
1382,feb-21,Mujer,Carabanchel,Entre 36 y 45 años,Española,Vendedores en tiendas y almacenes
1386,feb-21,Mujer,Latina,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1387,feb-21,Hombre,Carabanchel,Entre 36 y 45 años,Comunitaria,Técnicos de emergencias sanitarias
1388,feb-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1390,feb-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Mantenedores de edificios
1391,feb-21,Mujer,Chamberí,Entre 46 y 55 años,Española,Recepcionistas de hoteles
1392,feb-21,Hombre,Latina,Entre 36 y 45 años,Española,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
1393,feb-21,Hombre,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
1394,feb-21,Mujer,Latina,Entre 56 y 65 años,Española,Auxiliares de enfermería hospitalaria
1397,feb-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1399,feb-21,Hombre,Villaverde,Entre 46 y 55 años,Española,Recepcionistas de hoteles
1400,feb-21,Hombre,Fuencarral-el Pardo,Entre 26 y 35 años,Española,Profesionales de la publicidad y la comercialización
1402,feb-21,Mujer,Barajas,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1407,feb-21,Hombre,Moratalaz,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1409,feb-21,Mujer,Fuencarral-el Pardo,Entre 36 y 45 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
1414,feb-21,Hombre,Latina,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1415,feb-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Española,Diseñadores gráficos y multimedia
1417,feb-21,Hombre,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1418,feb-21,Mujer,Villaverde,Entre 36 y 45 años,Comunitaria,Vendedores en tiendas y almacenes
1419,feb-21,Hombre,Carabanchel,Entre 46 y 55 años,Española,Vendedores en tiendas y almacenes
1420,feb-21,Mujer,Otro Municipio,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1426,feb-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Operadores de telemarketing
1430,feb-21,Hombre,San Blas,Menor de 25 años,Extracomunitaria,Operadores de telemarketing
1432,feb-21,Mujer,Otro Municipio,Entre 46 y 55 años,Extracomunitaria,Asistentes de dirección y administrativos
1440,feb-21,Mujer,Villa De Vallecas,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1443,feb-21,Hombre,Arganzuela,Entre 26 y 35 años,Española,Ayudantes de cocina
1452,feb-21,Mujer,Moncloa-aravaca,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1458,feb-21,Mujer,Latina,Entre 46 y 55 años,Española,Diseñadores gráficos y multimedia
1459,feb-21,Mujer,Puente De Vallecas,Menor de 25 años,Extracomunitaria,Asistentes de dirección y administrativos
1462,feb-21,Hombre,Vicálvaro,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
1474,feb-21,Mujer,Puente De Vallecas,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1475,feb-21,Mujer,Vicálvaro,Entre 26 y 35 años,Española,Auxiliares de enfermería hospitalaria
1476,feb-21,Mujer,Villaverde,Entre 36 y 45 años,Española,Operadores de telemarketing
1484,feb-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1485,feb-21,Hombre,Otro Municipio,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1495,feb-21,Hombre,Carabanchel,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1498,feb-21,Hombre,Puente De Vallecas,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1501,feb-21,Mujer,Centro,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
1508,feb-21,Mujer,Villaverde,Menor de 25 años,Extracomunitaria,Vendedores en tiendas y almacenes
1514,feb-21,Hombre,Chamartín,Entre 26 y 35 años,Comunitaria,Ajustadores y operadores de máquinas-herramienta
1521,feb-21,Mujer,Otro Municipio,Entre 26 y 35 años,Extracomunitaria,Vendedores en tiendas y almacenes
1525,feb-21,Hombre,Puente De Vallecas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
1537,feb-21,Mujer,Usera,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1538,feb-21,Mujer,Villaverde,Menor de 25 años,Española,Asistentes de dirección y administrativos
1540,feb-21,Hombre,Tetuán,Entre 26 y 35 años,Extracomunitaria,Asistentes de dirección y administrativos
1544,feb-21,Mujer,Vicálvaro,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1545,feb-21,Hombre,San Blas,Entre 36 y 45 años,Extracomunitaria,Ayudantes de cocina
1546,feb-21,Mujer,Hortaleza,Entre 46 y 55 años,Española,Profesionales de la publicidad y la comercialización
1550,feb-21,Hombre,Puente De Vallecas,Menor de 25 años,Española,Asistentes de dirección y administrativos
1551,feb-21,Mujer,Latina,Menor de 25 años,Extracomunitaria,Asistentes de dirección y administrativos
1552,feb-21,Hombre,Villaverde,Entre 26 y 35 años,Española,Vendedores en tiendas y almacenes
1555,feb-21,Hombre,Arganzuela,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1558,feb-21,Mujer,Ciudad Lineal,Entre 26 y 35 años,Española,Recepcionistas de hoteles
1561,feb-21,Mujer,Retiro,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1562,feb-21,Hombre,Hortaleza,Menor de 25 años,Española,Ayudantes de cocina
1565,feb-21,Hombre,Tetuán,Entre 46 y 55 años,Extracomunitaria,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
1567,feb-21,Hombre,Arganzuela,Entre 46 y 55 años,Española,Mantenedores de edificios
1569,feb-21,Mujer,Vicálvaro,Entre 26 y 35 años,Extracomunitaria,Operadores de telemarketing
1572,feb-21,Mujer,Latina,Entre 36 y 45 años,Extracomunitaria,"Especialistas en tratamientos de estética, bienestar y afines"
1578,feb-21,Hombre,Villa De Vallecas,Entre 26 y 35 años,Española,Programadores informáticos
1579,feb-21,Mujer,Tetuán,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1581,feb-21,Mujer,Fuencarral-el Pardo,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1583,feb-21,Mujer,Ciudad Lineal,Entre 36 y 45 años,Española,Asistentes de dirección y administrativos
1584,feb-21,Mujer,Latina,Entre 26 y 35 años,Española,Ayudantes de cocina
1590,feb-21,Hombre,Vicálvaro,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1592,feb-21,Mujer,Fuencarral-el Pardo,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1594,feb-21,Mujer,Tetuán,Entre 26 y 35 años,Extracomunitaria,Ayudantes de cocina
1595,feb-21,Mujer,Villaverde,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1603,feb-21,Mujer,Otro Municipio,Entre 36 y 45 años,Española,Mecánicos y ajustadores de vehículos de motor
1606,feb-21,Mujer,Carabanchel,Entre 56 y 65 años,Española,Asistentes de dirección y administrativos
1609,feb-21,Mujer,Ciudad Lineal,Menor de 25 años,Española,Vendedores en tiendas y almacenes
1614,feb-21,Hombre,Fuencarral-el Pardo,Entre 36 y 45 años,Extracomunitaria,Asistentes de dirección y administrativos
1618,feb-21,Hombre,Ciudad Lineal,Entre 46 y 55 años,Extracomunitaria,Auxiliares de enfermería hospitalaria
1619,feb-21,Hombre,Tetuán,Menor de 25 años,Española,Ayudantes de cocina
1633,feb-21,Hombre,Arganzuela,Entre 36 y 45 años,Española,Técnicos de grabación audiovisual
1635,feb-21,Mujer,Otro Municipio,Entre 46 y 55 años,Comunitaria,Peluqueros
1636,feb-21,Hombre,Latina,Entre 26 y 35 años,Extracomunitaria,"Peones agrícolas en huertas, invernaderos, viveros y jardines"
1639,feb-21,Mujer,Villaverde,Menor de 25 años,Extracomunitaria,Operadores de telemarketing
1645,feb-21,Mujer,Vicálvaro,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1646,feb-21,Mujer,Chamberí,Entre 46 y 55 años,Española,Asistentes de dirección y administrativos
1650,feb-21,Hombre,Centro,Entre 26 y 35 años,Española,Asistentes de dirección y administrativos
